departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,14096,8146,761
Chuquisaca,Yotala,10102,146,104,3
Chuquisaca,Poroma,10103,15,15,0
Chuquisaca,Azurduy,10201,107,55,0
Chuquisaca,Tarvita,10202,54,37,0
Chuquisaca,Zudañez,10301,77,62,0
Chuquisaca,Presto,10302,102,89,1
Chuquisaca,Mojocoya,10303,88,51,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,111,101,0
Chuquisaca,Padilla,10401,343,329,5
Chuquisaca,Tomina,10402,67,60,1
Chuquisaca,Sopachui,10403,92,48,0
Chuquisaca,Alcalá,10404,125,122,1
Chuquisaca,El Villar,10405,127,125,0
Chuquisaca,Monteagudo,10501,1145,859,14
Chuquisaca,Huacareta,10502,196,156,1
Chuquisaca,Tarabuco,10601,77,62,5
Chuquisaca,Yamparáez,10602,109,104,2
Chuquisaca,Camargo,10701,700,595,14
Chuquisaca,San Lucas,10702,134,115,9
Chuquisaca,Incahuasi,10703,146,110,2
Chuquisaca,Villa Charcas,10704,83,73,4
Chuquisaca,Villa Serrano,10801,221,188,2
Chuquisaca,Villa Abecia,10901,88,84,0
Chuquisaca,Culpina,10902,218,164,10
Chuquisaca,Las Carreras,10903,70,51,0
Chuquisaca,Villa Vaca Guzmán,11001,403,295,2
Chuquisaca,Huacaya,11002,80,67,0
Chuquisaca,Macharetí,11003,188,89,0
La Paz,Nuestra Señora de La Paz,20101,49116,41810,1334
La Paz,Palca,20102,15,10,0
La Paz,Mecapaca,20103,95,68,5
La Paz,Achocalla,20104,230,108,6
La Paz,El Alto,20105,19467,16388,629
La Paz,Achacachi,20201,82,53,6
La Paz,Villa Ancoraimes,20202,5,4,0
La Paz,Huarina,20203,2,2,0
La Paz,Santiago de Huata,20204,2,0,1
La Paz,Huatajata,20205,7,6,0
La Paz,Chua Cocani,20206,3,3,0
La Paz,Corocoro,20301,31,27,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,10,9,0
La Paz,Comanche,20304,12,10,1
La Paz,Charaña,20305,32,27,0
La Paz,Waldo Ballivian,20306,6,6,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,5,5,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,2,2,0
La Paz,Escoma,20405,8,6,1
La Paz,Chuma,20501,3,3,0
La Paz,Ayata,20502,2,2,0
La Paz,Aucapata,20503,1,0,0
La Paz,Sorata,20601,22,18,0
La Paz,Guanay,20602,80,62,2
La Paz,Tacacoma,20603,2,1,0
La Paz,Tipuani,20606,8,6,1
La Paz,Mapiri,20607,3,2,1
La Paz,Teoponte,20608,10,9,1
La Paz,Apolo,20701,27,17,2
La Paz,Pelechuco,20702,3,3,0
La Paz,Viacha,20801,1504,1359,27
La Paz,Puerto Mayor de Guaqui,20802,15,11,1
La Paz,Tiahuanacu,20803,44,34,0
La Paz,Desaguadero,20804,25,19,1
La Paz,La (Marka) San Andrés de Machaca,20805,3,2,0
La Paz,Jesús de Machaka,20806,24,18,0
La Paz,Taraco,20807,1,0,0
La Paz,Luribay,20901,5,3,0
La Paz,Sapahaqui,20902,8,8,0
La Paz,Yaco,20903,6,6,0
La Paz,Malla,20904,7,7,0
La Paz,Cairoma,20905,18,16,0
La Paz,Inquisivi,21001,27,20,1
La Paz,Quime,21002,22,20,1
La Paz,Cajuata,21003,6,3,1
La Paz,Colquiri,21004,93,77,7
La Paz,Ichoca,21005,2,1,0
La Paz,Villa Libertad Licoma,21006,2,1,0
La Paz,Chulumani,21101,122,95,6
La Paz,Irupana,21102,73,68,2
La Paz,Yanacachi,21103,106,78,1
La Paz,Palos Blancos,21104,36,31,4
La Paz,La Asunta,21105,21,16,3
La Paz,Pucarani,21201,36,29,1
La Paz,Laja,21202,83,74,6
La Paz,Batallas,21203,85,79,4
La Paz,Puerto Pérez,21204,9,4,1
La Paz,Sicasica,21301,14,9,3
La Paz,Umala,21302,14,11,3
La Paz,Calamarca,21304,12,9,0
La Paz,Patacamaya,21305,93,73,8
La Paz,Colquencha,21306,13,11,0
La Paz,Collana,21307,3,3,0
La Paz,Coroico,21401,64,48,4
La Paz,Coripata,21402,51,39,5
La Paz,Ixiamas,21501,1,1,0
La Paz,San Buenaventura,21502,36,29,1
La Paz,Charazani,21601,13,9,1
La Paz,Copacabana,21701,63,57,1
La Paz,San Pedro de Tiquina,21702,38,28,1
La Paz,Tito Yupanqui,21703,4,4,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,9,6,0
La Paz,Santiago de Machaca,21901,8,5,0
La Paz,Catacora,21902,2,2,0
La Paz,Caranavi,22001,201,151,9
La Paz,Alto Beni,22002,8,6,2
Cochabamba,Cochabamba,30101,23601,18155,1075
Cochabamba,Aiquile,30201,242,193,12
Cochabamba,Pasorapa,30202,53,28,1
Cochabamba,Omereque,30203,20,18,2
Cochabamba,Ayopaya,30301,68,44,3
Cochabamba,Morochata,30302,2,0,1
Cochabamba,Cocapata,30303,2,1,1
Cochabamba,Tarata,30401,148,100,12
Cochabamba,Anzaldo,30402,28,28,0
Cochabamba,Arbieto,30403,96,63,7
Cochabamba,Sacabamba,30404,9,5,0
Cochabamba,Arani,30501,129,97,10
Cochabamba,Vacas,30502,19,17,2
Cochabamba,Arque,30601,5,1,4
Cochabamba,Tacopaya,30602,11,11,0
Cochabamba,Capinota,30701,177,135,10
Cochabamba,Santivañez,30702,125,68,2
Cochabamba,Sicaya,30703,8,8,0
Cochabamba,Cliza,30801,308,203,12
Cochabamba,Toco,30802,61,43,3
Cochabamba,Tolata,30803,128,105,5
Cochabamba,Quillacollo,30901,3461,2490,166
Cochabamba,Sipesipe,30902,506,377,25
Cochabamba,Tiquipaya,30903,1299,877,40
Cochabamba,Vinto,30904,629,424,50
Cochabamba,Colcapirhua,30905,1075,635,49
Cochabamba,Sacaba,31001,2555,1781,120
Cochabamba,Colomi,31002,120,71,6
Cochabamba,Villa Tunari,31003,422,268,23
Cochabamba,Tapacarí,31101,23,17,5
Cochabamba,Totora,31201,76,69,1
Cochabamba,Pojo,31202,20,18,0
Cochabamba,Pocona,31203,45,40,1
Cochabamba,Chimoré,31204,367,240,13
Cochabamba,Puerto Villarroel,31205,587,489,41
Cochabamba,Entre Ríos,31206,537,448,48
Cochabamba,Mizque,31301,228,175,7
Cochabamba,Vila Vila,31302,6,5,0
Cochabamba,Punata,31401,563,421,38
Cochabamba,Villa Rivero,31402,45,23,2
Cochabamba,San Benito,31403,251,199,12
