departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,3114,663,282
Chuquisaca,Yotala,10102,43,27,1
Chuquisaca,Poroma,10103,7,6,0
Chuquisaca,Azurduy,10201,7,7,0
Chuquisaca,Tarvita,10202,9,7,0
Chuquisaca,Zudañez,10301,19,7,0
Chuquisaca,Presto,10302,10,10,0
Chuquisaca,Mojocoya,10303,12,3,1
Chuquisaca,Villa Ricardo Mugia - Icla,10304,12,11,0
Chuquisaca,Padilla,10401,16,15,0
Chuquisaca,Tomina,10402,18,14,0
Chuquisaca,Sopachui,10403,3,3,0
Chuquisaca,Alcalá,10404,10,8,0
Chuquisaca,El Villar,10405,2,1,0
Chuquisaca,Monteagudo,10501,71,51,0
Chuquisaca,Tarabuco,10601,17,9,1
Chuquisaca,Yamparáez,10602,22,17,0
Chuquisaca,Camargo,10701,46,14,1
Chuquisaca,San Lucas,10702,64,10,6
Chuquisaca,Incahuasi,10703,15,14,0
Chuquisaca,Villa Charcas,10704,18,4,0
Chuquisaca,Villa Serrano,10801,10,10,0
Chuquisaca,Villa Abecia,10901,4,3,0
Chuquisaca,Culpina,10902,28,21,2
Chuquisaca,Las Carreras,10903,8,3,0
Chuquisaca,Villa Vaca Guzmán,11001,34,25,0
Chuquisaca,Macharetí,11003,4,3,0
La Paz,Nuestra Señora de La Paz,20101,17085,1046,253
La Paz,Mecapaca,20103,17,0,1
La Paz,Achocalla,20104,38,7,0
La Paz,El Alto,20105,6860,561,142
La Paz,Achacachi,20201,23,1,3
La Paz,Villa Ancoraimes,20202,3,1,0
La Paz,Huarina,20203,1,0,0
La Paz,Huatajata,20205,1,0,0
La Paz,Chua Cocani,20206,2,0,0
La Paz,Corocoro,20301,16,1,0
La Paz,Comanche,20304,2,0,0
La Paz,Charaña,20305,2,0,0
La Paz,Waldo Ballivian,20306,2,0,0
La Paz,Mocomoco,20402,2,0,0
La Paz,Puerto Mayor de Carabuco,20403,1,0,0
La Paz,Escoma,20405,4,0,1
La Paz,Chuma,20501,2,0,0
La Paz,Ayata,20502,2,0,0
La Paz,Sorata,20601,9,0,0
La Paz,Guanay,20602,3,1,0
La Paz,Tacacoma,20603,1,0,0
La Paz,Tipuani,20606,1,0,0
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,7,1,0
La Paz,Apolo,20701,2,0,0
La Paz,Pelechuco,20702,1,0,0
La Paz,Viacha,20801,476,69,5
La Paz,Puerto Mayor de Guaqui,20802,1,0,0
La Paz,Tiahuanacu,20803,5,0,0
La Paz,Sapahaqui,20902,5,0,0
La Paz,Yaco,20903,2,0,0
La Paz,Malla,20904,6,1,0
La Paz,Cairoma,20905,16,11,0
La Paz,Inquisivi,21001,7,0,0
La Paz,Quime,21002,7,0,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,65,49,7
La Paz,Ichoca,21005,1,1,0
La Paz,Chulumani,21101,21,6,4
La Paz,Irupana,21102,41,1,2
La Paz,Yanacachi,21103,9,1,0
La Paz,Palos Blancos,21104,27,1,3
La Paz,La Asunta,21105,4,0,1
La Paz,Pucarani,21201,17,1,1
La Paz,Laja,21202,35,1,3
La Paz,Batallas,21203,42,1,2
La Paz,Sicasica,21301,11,1,3
La Paz,Umala,21302,16,9,3
La Paz,Calamarca,21304,3,0,0
La Paz,Patacamaya,21305,61,33,6
La Paz,Colquencha,21306,5,0,0
La Paz,Collana,21307,1,0,0
La Paz,Coroico,21401,24,8,1
La Paz,Coripata,21402,31,10,4
La Paz,San Buenaventura,21502,11,6,1
La Paz,Copacabana,21701,7,3,0
La Paz,San Pedro de Tiquina,21702,6,0,0
La Paz,Papel Pampa,21802,1,0,0
La Paz,Santiago de Machaca,21901,2,0,0
La Paz,Caranavi,22001,62,12,3
La Paz,Alto Beni,22002,3,0,1
Cochabamba,Cochabamba,30101,6692,2580,501
Cochabamba,Aiquile,30201,34,28,5
Cochabamba,Omereque,30203,14,9,1
Cochabamba,Ayopaya,30301,3,0,0
Cochabamba,Morochata,30302,1,0,0
Cochabamba,Cocapata,30303,2,0,1
Cochabamba,Tarata,30401,24,11,6
Cochabamba,Anzaldo,30402,13,0,0
Cochabamba,Arbieto,30403,15,8,3
Cochabamba,Arani,30501,25,5,2
Cochabamba,Vacas,30502,6,3,0
Cochabamba,Arque,30601,3,1,2
Cochabamba,Capinota,30701,89,13,5
Cochabamba,Santivañez,30702,28,25,1
Cochabamba,Sicaya,30703,8,5,0
Cochabamba,Cliza,30801,28,7,4
Cochabamba,Toco,30802,7,0,2
Cochabamba,Tolata,30803,21,2,1
Cochabamba,Quillacollo,30901,921,308,48
Cochabamba,Sipesipe,30902,203,108,8
Cochabamba,Tiquipaya,30903,208,75,11
Cochabamba,Vinto,30904,221,112,19
Cochabamba,Colcapirhua,30905,169,45,18
Cochabamba,Sacaba,31001,776,356,60
Cochabamba,Colomi,31002,33,9,3
Cochabamba,Villa Tunari,31003,135,99,9
Cochabamba,Tapacarí,31101,17,4,2
Cochabamba,Totora,31201,35,17,1
Cochabamba,Pojo,31202,12,2,0
Cochabamba,Pocona,31203,15,1,0
Cochabamba,Chimoré,31204,152,125,11
Cochabamba,Puerto Villarroel,31205,467,265,28
Cochabamba,Entre Ríos,31206,430,288,37
Cochabamba,Mizque,31301,64,16,3
Cochabamba,Vila Vila,31302,2,2,0
Cochabamba,Punata,31401,110,68,21
Cochabamba,Villa Rivero,31402,7,0,0
Cochabamba,San Benito,31403,85,8,2
Cochabamba,Tacachi,31404,1,0,1
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,9,1,2
Cochabamba,Shinahota,31602,255,122,4
Oruro,Oruro,40101,3474,664,193
Oruro,Caracollo,40102,16,1,10
Oruro,Paria,40104,2,0,1
Oruro,Challapata,40201,103,3,3
Oruro,Santuario de Quillacas,40202,17,8,0
Oruro,Curahuara de Carangas,40401,1,1,0
Oruro,Turco,40402,3,0,0
Oruro,Huachacalla,40501,30,19,0
Oruro,Esmeralda,40505,7,0,0
Oruro,Poopó,40601,18,0,1
Oruro,Antequera,40603,7,3,0
Oruro,Huanuni,40701,481,89,25
Oruro,Machacamarca,40702,9,3,1
Oruro,Salinas de Garcí Mendoza,40801,9,3,0
Oruro,Pampa Aullagas,40802,1,0,0
Oruro,Sabaya,40901,6,2,1
Oruro,Coipasa,40902,1,1,0
Oruro,Toledo,41001,4,0,2
Oruro,Eucaliptus,41101,41,15,4
Oruro,Andamarca,41201,1,0,0
Oruro,Totora,41301,5,0,0
Oruro,Santiago de Huari,41401,13,0,4
Oruro,Huayllamarca,41601,6,1,2
Potosí,Potosí,50101,1482,162,95
Potosí,Tinguipaya,50102,7,0,0
Potosí,Uncía,50201,203,62,0
Potosí,Chayanta,50202,26,14,0
Potosí,Llallagua,50203,673,91,12
Potosí,Chuquihuta Ayllu Jucumani,50204,10,0,1
Potosí,Betanzos,50301,58,16,2
Potosí,Chaquí,50302,1,0,0
Potosí,Colquechaca,50401,15,7,0
Potosí,Ravelo,50402,25,3,0
Potosí,Pocoata,50403,24,12,4
Potosí,Ocurí,50404,36,11,1
Potosí,San Pedro,50501,9,0,1
Potosí,Toro Toro,50502,28,0,1
Potosí,Cotagaita,50601,4,0,0
Potosí,Vitiche,50602,5,3,0
Potosí,Sacaca,50701,3,0,2
Potosí,Caripuyo,50702,3,0,0
Potosí,Tupiza,50801,26,0,1
Potosí,Atocha,50802,81,15,2
Potosí,"Colcha ""K""",50901,68,27,2
Potosí,Puna,51101,40,9,2
Potosí,"Caiza ""D""",51102,39,8,1
Potosí,Ckochas,51103,1,0,0
Potosí,Uyuni,51201,56,8,8
Potosí,Tomave,51202,5,0,0
Potosí,Porco,51203,2,0,0
Potosí,Acasio,51302,4,0,0
Potosí,Tahua,51402,6,0,0
Potosí,Villazón,51501,96,24,7
Potosí,San Agustín,51601,1,0,0
Tarija,Tarija,60101,3573,517,95
Tarija,Padcaya,60201,56,32,0
Tarija,Bermejo,60202,179,48,3
Tarija,Yacuiba,60301,900,118,21
Tarija,Caraparí,60302,134,102,1
Tarija,Villa Montes,60303,230,134,7
Tarija,Uriondo,60401,126,39,1
Tarija,Yunchará,60402,7,0,0
Tarija,San Lorenzo,60501,262,87,2
Tarija,El Puente,60502,48,23,2
Tarija,Entre Ríos,60601,80,19,2
Santa Cruz,Santa Cruz de la Sierra,70101,25144,21453,1195
Santa Cruz,Cotoca,70102,974,98,14
Santa Cruz,Porongo,70103,183,66,1
Santa Cruz,La Guardia,70104,1281,992,7
Santa Cruz,El Torno,70105,925,247,31
Santa Cruz,Warnes,70201,793,295,10
Santa Cruz,Okinawa Uno,70202,120,66,5
Santa Cruz,San Ignacio,70301,305,24,22
Santa Cruz,San Miguel,70302,23,3,1
Santa Cruz,San Rafael,70303,30,0,0
Santa Cruz,Buena Vista,70401,106,7,0
Santa Cruz,San Carlos,70402,273,16,0
Santa Cruz,Yapacaní,70403,707,16,0
Santa Cruz,San Juan,70404,153,0,0
Santa Cruz,San José,70501,238,1,16
Santa Cruz,Pailón,70502,383,20,6
Santa Cruz,Roboré,70503,248,5,1
Santa Cruz,Portachuelo,70601,260,7,4
Santa Cruz,Santa Rosa,70602,173,8,0
Santa Cruz,Colpa Bélgica,70603,140,15,8
Santa Cruz,Lagunillas,70701,4,0,0
