departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,10274,6587,604
Chuquisaca,Yotala,10102,119,104,3
Chuquisaca,Poroma,10103,15,15,0
Chuquisaca,Azurduy,10201,41,31,0
Chuquisaca,Tarvita,10202,39,31,0
Chuquisaca,Zudañez,10301,55,47,0
Chuquisaca,Presto,10302,80,77,1
Chuquisaca,Mojocoya,10303,39,33,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,24,18,0
Chuquisaca,Padilla,10401,208,48,4
Chuquisaca,Tomina,10402,31,23,1
Chuquisaca,Sopachui,10403,52,35,0
Chuquisaca,Alcalá,10404,106,28,1
Chuquisaca,El Villar,10405,89,21,0
Chuquisaca,Monteagudo,10501,762,315,10
Chuquisaca,Huacareta,10502,126,34,1
Chuquisaca,Tarabuco,10601,61,51,5
Chuquisaca,Yamparáez,10602,83,71,2
Chuquisaca,Camargo,10701,534,292,12
Chuquisaca,San Lucas,10702,105,87,9
Chuquisaca,Incahuasi,10703,80,55,1
Chuquisaca,Villa Charcas,10704,71,58,4
Chuquisaca,Villa Serrano,10801,141,41,0
Chuquisaca,Villa Abecia,10901,55,14,0
Chuquisaca,Culpina,10902,134,106,6
Chuquisaca,Las Carreras,10903,42,17,0
Chuquisaca,Villa Vaca Guzmán,11001,274,176,1
Chuquisaca,Huacaya,11002,49,0,0
Chuquisaca,Macharetí,11003,61,18,0
La Paz,Nuestra Señora de La Paz,20101,38458,24618,1081
La Paz,Palca,20102,9,7,0
La Paz,Mecapaca,20103,58,37,3
La Paz,Achocalla,20104,81,58,5
La Paz,El Alto,20105,14498,9932,475
La Paz,Achacachi,20201,48,34,6
La Paz,Villa Ancoraimes,20202,3,3,0
La Paz,Huarina,20203,2,2,0
La Paz,Santiago de Huata,20204,1,0,1
La Paz,Huatajata,20205,5,3,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,28,21,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,8,4,0
La Paz,Comanche,20304,10,7,1
La Paz,Charaña,20305,26,15,0
La Paz,Waldo Ballivian,20306,5,3,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,5,3,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,2,1,0
La Paz,Escoma,20405,5,3,1
La Paz,Chuma,20501,3,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,16,15,0
La Paz,Guanay,20602,57,42,2
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,4,1,1
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,9,7,1
La Paz,Apolo,20701,5,2,0
La Paz,Pelechuco,20702,2,2,0
La Paz,Viacha,20801,1131,744,21
La Paz,Puerto Mayor de Guaqui,20802,4,3,0
La Paz,Tiahuanacu,20803,22,22,0
La Paz,Desaguadero,20804,21,5,0
