departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,17072,9929,935
Chuquisaca,Yotala,10102,215,115,3
Chuquisaca,Poroma,10103,44,18,1
Chuquisaca,Azurduy,10201,123,109,0
Chuquisaca,Tarvita,10202,145,51,2
Chuquisaca,Zudañez,10301,115,85,2
Chuquisaca,Presto,10302,149,99,2
Chuquisaca,Mojocoya,10303,106,80,4
Chuquisaca,Villa Ricardo Mugia - Icla,10304,124,113,0
Chuquisaca,Padilla,10401,416,342,6
Chuquisaca,Tomina,10402,77,67,1
Chuquisaca,Sopachui,10403,128,93,1
Chuquisaca,Alcalá,10404,146,124,1
Chuquisaca,El Villar,10405,135,127,1
Chuquisaca,Monteagudo,10501,1435,1002,28
Chuquisaca,Huacareta,10502,260,219,2
Chuquisaca,Tarabuco,10601,88,66,5
Chuquisaca,Yamparáez,10602,131,114,2
Chuquisaca,Camargo,10701,817,675,20
Chuquisaca,San Lucas,10702,185,123,9
Chuquisaca,Incahuasi,10703,164,141,2
Chuquisaca,Villa Charcas,10704,92,75,5
Chuquisaca,Villa Serrano,10801,302,219,3
Chuquisaca,Villa Abecia,10901,121,92,0
Chuquisaca,Culpina,10902,222,196,10
Chuquisaca,Las Carreras,10903,86,67,0
Chuquisaca,Villa Vaca Guzmán,11001,517,348,3
Chuquisaca,Huacaya,11002,81,68,0
Chuquisaca,Macharetí,11003,271,115,0
La Paz,Nuestra Señora de La Paz,20101,57389,44709,1441
La Paz,Palca,20102,48,12,0
La Paz,Mecapaca,20103,116,82,5
La Paz,Achocalla,20104,310,143,6
La Paz,El Alto,20105,22262,17632,679
La Paz,Achacachi,20201,129,60,7
La Paz,Villa Ancoraimes,20202,5,5,0
La Paz,Huarina,20203,13,2,0
La Paz,Santiago de Huata,20204,5,1,1
La Paz,Huatajata,20205,14,6,0
La Paz,Chua Cocani,20206,3,3,0
La Paz,Corocoro,20301,31,29,1
La Paz,Caquiaviri,20302,2,1,1
La Paz,Calacoto,20303,10,10,0
La Paz,Comanche,20304,12,11,1
La Paz,Charaña,20305,32,32,0
La Paz,Waldo Ballivian,20306,6,6,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,5,5,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,4,2,0
La Paz,Escoma,20405,10,7,1
La Paz,Chuma,20501,3,3,0
La Paz,Ayata,20502,2,2,0
La Paz,Aucapata,20503,1,1,0
La Paz,Sorata,20601,23,20,0
La Paz,Guanay,20602,88,64,2
La Paz,Tacacoma,20603,2,2,0
La Paz,Tipuani,20606,20,6,1
La Paz,Mapiri,20607,3,2,1
La Paz,Teoponte,20608,10,9,1
La Paz,Apolo,20701,47,23,2
La Paz,Pelechuco,20702,3,3,0
La Paz,Viacha,20801,1757,1418,29
La Paz,Puerto Mayor de Guaqui,20802,25,12,1
La Paz,Tiahuanacu,20803,50,42,1
La Paz,Desaguadero,20804,28,23,1
La Paz,La (Marka) San Andrés de Machaca,20805,3,3,0
La Paz,Jesús de Machaka,20806,25,20,0
La Paz,Taraco,20807,1,0,0
La Paz,Luribay,20901,5,5,0
La Paz,Sapahaqui,20902,8,8,0
La Paz,Yaco,20903,6,6,0
La Paz,Malla,20904,7,7,0
La Paz,Cairoma,20905,32,17,0
La Paz,Inquisivi,21001,35,23,1
La Paz,Quime,21002,29,21,1
La Paz,Cajuata,21003,22,4,1
La Paz,Colquiri,21004,124,82,7
La Paz,Ichoca,21005,13,2,0
La Paz,Villa Libertad Licoma,21006,14,2,0
La Paz,Chulumani,21101,153,105,6
La Paz,Irupana,21102,78,68,3
La Paz,Yanacachi,21103,123,90,1
La Paz,Palos Blancos,21104,36,31,4
La Paz,La Asunta,21105,24,17,3
La Paz,Pucarani,21201,46,30,1
La Paz,Laja,21202,87,75,6
La Paz,Batallas,21203,102,81,4
La Paz,Puerto Pérez,21204,15,4,1
La Paz,Sicasica,21301,16,10,3
La Paz,Umala,21302,14,11,3
La Paz,Calamarca,21304,16,10,0
La Paz,Patacamaya,21305,114,76,8
La Paz,Colquencha,21306,14,13,0
La Paz,Collana,21307,4,3,0
La Paz,Coroico,21401,75,54,4
La Paz,Coripata,21402,52,45,5
La Paz,Ixiamas,21501,2,1,0
La Paz,San Buenaventura,21502,75,31,1
La Paz,Charazani,21601,19,12,1
La Paz,Copacabana,21701,66,60,2
La Paz,San Pedro de Tiquina,21702,47,35,1
La Paz,Tito Yupanqui,21703,4,4,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,9,8,0
La Paz,Santiago de Machaca,21901,11,8,0
La Paz,Catacora,21902,12,2,0
La Paz,Caranavi,22001,254,169,9
La Paz,Alto Beni,22002,9,6,2
Cochabamba,Cochabamba,30101,32378,24754,1313
Cochabamba,Aiquile,30201,407,251,16
Cochabamba,Pasorapa,30202,75,53,1
Cochabamba,Omereque,30203,35,18,2
Cochabamba,Ayopaya,30301,118,91,3
Cochabamba,Morochata,30302,3,1,1
Cochabamba,Cocapata,30303,12,1,1
Cochabamba,Tarata,30401,272,143,13
Cochabamba,Anzaldo,30402,43,33,0
Cochabamba,Arbieto,30403,169,104,8
Cochabamba,Sacabamba,30404,24,14,0
Cochabamba,Arani,30501,241,154,11
Cochabamba,Vacas,30502,30,19,2
Cochabamba,Arque,30601,6,1,4
Cochabamba,Tacopaya,30602,25,13,0
Cochabamba,Capinota,30701,247,178,17
Cochabamba,Santivañez,30702,217,142,2
Cochabamba,Sicaya,30703,11,10,0
Cochabamba,Cliza,30801,586,370,18
Cochabamba,Toco,30802,99,60,3
Cochabamba,Tolata,30803,178,137,8
Cochabamba,Quillacollo,30901,5992,3896,236
Cochabamba,Sipesipe,30902,842,569,29
Cochabamba,Tiquipaya,30903,2105,1482,44
Cochabamba,Vinto,30904,1266,715,59
Cochabamba,Colcapirhua,30905,1991,1266,61
Cochabamba,Sacaba,31001,4448,2958,153
Cochabamba,Colomi,31002,189,133,6
Cochabamba,Villa Tunari,31003,742,469,25
Cochabamba,Tapacarí,31101,48,27,6
Cochabamba,Totora,31201,112,84,1
Cochabamba,Pojo,31202,32,21,0
Cochabamba,Pocona,31203,54,48,1
Cochabamba,Chimoré,31204,549,393,16
Cochabamba,Puerto Villarroel,31205,823,598,47
Cochabamba,Entre Ríos,31206,682,500,49
Cochabamba,Mizque,31301,329,239,7
Cochabamba,Vila Vila,31302,18,6,0
Cochabamba,Alalay,31303,20,8,0
Cochabamba,Punata,31401,1052,617,51
Cochabamba,Villa Rivero,31402,89,51,2
Cochabamba,San Benito,31403,399,283,12
Cochabamba,Tacachi,31404,26,0,1
Cochabamba,Villa Gualberto Villarroel,31405,25,16,0
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,80,35,7
Cochabamba,Shinahota,31602,457,345,16
Oruro,Oruro,40101,17798,12772,958
Oruro,Caracollo,40102,119,52,17
Oruro,El Choro,40103,10,8,0
Oruro,Paria,40104,1,1,0
Oruro,Challapata,40201,620,465,18
Oruro,Santuario de Quillacas,40202,57,46,1
Oruro,Corque,40301,37,25,1
Oruro,Choquecota,40302,12,8,0
Oruro,Curahuara de Carangas,40401,54,27,2
Oruro,Turco,40402,75,38,1
Oruro,Huachacalla,40501,74,55,6
Oruro,Escara,40502,19,13,0
Oruro,Cruz de Machacamarca,40503,7,7,0
Oruro,Yunguyo del Litoral,40504,11,11,0
Oruro,Esmeralda,40505,12,9,1
Oruro,Poopó,40601,87,66,5
Oruro,Pazña,40602,79,43,2
Oruro,Antequera,40603,76,58,2
Oruro,Huanuni,40701,873,715,29
Oruro,Machacamarca,40702,166,138,8
Oruro,Salinas de Garcí Mendoza,40801,89,57,4
Oruro,Pampa Aullagas,40802,23,19,0
