departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,6432,5368,471
Chuquisaca,Yotala,10102,105,104,1
Chuquisaca,Poroma,10103,15,15,0
Chuquisaca,Azurduy,10201,31,29,0
Chuquisaca,Tarvita,10202,34,7,0
Chuquisaca,Zudañez,10301,42,25,0
Chuquisaca,Presto,10302,76,67,1
Chuquisaca,Mojocoya,10303,35,21,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,17,15,0
Chuquisaca,Padilla,10401,19,16,0
Chuquisaca,Tomina,10402,23,18,0
Chuquisaca,Sopachui,10403,35,20,0
Chuquisaca,Alcalá,10404,10,10,0
Chuquisaca,El Villar,10405,3,2,0
Chuquisaca,Monteagudo,10501,172,100,2
Chuquisaca,Huacareta,10502,2,0,0
Chuquisaca,Tarabuco,10601,50,36,3
Chuquisaca,Yamparáez,10602,73,56,2
Chuquisaca,Camargo,10701,155,99,8
Chuquisaca,San Lucas,10702,96,69,9
Chuquisaca,Incahuasi,10703,47,43,0
Chuquisaca,Villa Charcas,10704,63,48,4
Chuquisaca,Villa Serrano,10801,14,13,0
Chuquisaca,Villa Abecia,10901,9,6,0
Chuquisaca,Culpina,10902,112,57,5
Chuquisaca,Las Carreras,10903,17,17,0
Chuquisaca,Villa Vaca Guzmán,11001,114,39,0
Chuquisaca,Macharetí,11003,8,4,0
La Paz,Nuestra Señora de La Paz,20101,23589,19524,726
La Paz,Palca,20102,8,3,0
La Paz,Mecapaca,20103,29,21,2
La Paz,Achocalla,20104,58,43,5
La Paz,El Alto,20105,9636,8042,313
La Paz,Achacachi,20201,38,26,5
La Paz,Villa Ancoraimes,20202,3,2,0
La Paz,Huarina,20203,2,2,0
La Paz,Huatajata,20205,2,2,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,23,17,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,4,3,0
La Paz,Comanche,20304,11,4,1
La Paz,Charaña,20305,15,11,0
La Paz,Waldo Ballivian,20306,3,2,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,3,3,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,1,1,0
La Paz,Escoma,20405,4,3,1
La Paz,Chuma,20501,2,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,15,11,0
La Paz,Guanay,20602,41,15,1
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,2,1,1
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,8,7,0
La Paz,Apolo,20701,2,2,0
La Paz,Pelechuco,20702,2,2,0
La Paz,Viacha,20801,686,574,15
La Paz,Puerto Mayor de Guaqui,20802,3,3,0
La Paz,Tiahuanacu,20803,23,10,0
La Paz,Desaguadero,20804,4,3,0
La Paz,Jesús de Machaka,20806,14,6,0
La Paz,Luribay,20901,1,1,0
La Paz,Sapahaqui,20902,8,5,0
La Paz,Yaco,20903,4,2,0
La Paz,Malla,20904,6,6,0
La Paz,Cairoma,20905,16,16,0
La Paz,Inquisivi,21001,12,9,0
La Paz,Quime,21002,14,11,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,68,60,7
