departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,9795,6471,582
Chuquisaca,Yotala,10102,119,104,3
Chuquisaca,Poroma,10103,15,15,0
Chuquisaca,Azurduy,10201,36,30,0
Chuquisaca,Tarvita,10202,36,31,0
Chuquisaca,Zudañez,10301,53,47,0
Chuquisaca,Presto,10302,80,77,1
Chuquisaca,Mojocoya,10303,35,33,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,24,18,0
Chuquisaca,Padilla,10401,170,38,2
Chuquisaca,Tomina,10402,31,23,0
Chuquisaca,Sopachui,10403,46,35,0
Chuquisaca,Alcalá,10404,103,10,1
Chuquisaca,El Villar,10405,82,4,0
Chuquisaca,Monteagudo,10501,705,268,10
Chuquisaca,Huacareta,10502,115,20,1
Chuquisaca,Tarabuco,10601,61,51,3
Chuquisaca,Yamparáez,10602,83,71,2
Chuquisaca,Camargo,10701,510,232,11
Chuquisaca,San Lucas,10702,105,83,9
Chuquisaca,Incahuasi,10703,75,54,1
Chuquisaca,Villa Charcas,10704,66,55,4
Chuquisaca,Villa Serrano,10801,116,27,0
Chuquisaca,Villa Abecia,10901,45,12,0
Chuquisaca,Culpina,10902,132,106,6
Chuquisaca,Las Carreras,10903,42,17,0
Chuquisaca,Villa Vaca Guzmán,11001,257,158,1
Chuquisaca,Huacaya,11002,37,0,0
Chuquisaca,Macharetí,11003,44,9,0
La Paz,Nuestra Señora de La Paz,20101,36344,24226,1028
La Paz,Palca,20102,8,7,0
La Paz,Mecapaca,20103,55,37,3
La Paz,Achocalla,20104,79,58,5
La Paz,El Alto,20105,13591,9809,446
La Paz,Achacachi,20201,47,34,6
La Paz,Villa Ancoraimes,20202,3,3,0
La Paz,Huarina,20203,2,2,0
La Paz,Santiago de Huata,20204,1,0,1
La Paz,Huatajata,20205,5,3,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,23,21,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,7,4,0
La Paz,Comanche,20304,10,7,1
La Paz,Charaña,20305,25,15,0
La Paz,Waldo Ballivian,20306,5,3,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,5,3,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,2,1,0
La Paz,Escoma,20405,5,3,1
La Paz,Chuma,20501,3,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,16,15,0
La Paz,Guanay,20602,55,42,2
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,4,1,1
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,9,7,1
La Paz,Apolo,20701,4,2,0
La Paz,Pelechuco,20702,2,2,0
La Paz,Viacha,20801,1051,725,18
La Paz,Puerto Mayor de Guaqui,20802,4,3,0
La Paz,Tiahuanacu,20803,22,22,0
La Paz,Desaguadero,20804,18,4,0
La Paz,Jesús de Machaka,20806,15,14,0
La Paz,Luribay,20901,1,1,0
La Paz,Sapahaqui,20902,8,8,0
La Paz,Yaco,20903,5,4,0
La Paz,Malla,20904,7,7,0
La Paz,Cairoma,20905,16,16,0
La Paz,Inquisivi,21001,17,12,0
La Paz,Quime,21002,19,13,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,72,64,7
La Paz,Ichoca,21005,1,1,0
La Paz,Villa Libertad Licoma,21006,1,1,0
La Paz,Chulumani,21101,72,30,5
La Paz,Irupana,21102,66,51,2
La Paz,Yanacachi,21103,17,13,1
La Paz,Palos Blancos,21104,33,30,3
La Paz,La Asunta,21105,18,12,3
La Paz,Pucarani,21201,25,21,1
La Paz,Laja,21202,50,38,6
La Paz,Batallas,21203,69,54,3
La Paz,Puerto Pérez,21204,4,1,1
La Paz,Sicasica,21301,12,9,3
La Paz,Umala,21302,14,11,3
La Paz,Calamarca,21304,9,9,0
La Paz,Patacamaya,21305,72,61,7
La Paz,Colquencha,21306,9,6,0
La Paz,Collana,21307,1,1,0
La Paz,Coroico,21401,41,26,2
La Paz,Coripata,21402,40,34,5
La Paz,Ixiamas,21501,1,1,0
La Paz,San Buenaventura,21502,30,29,1
La Paz,Charazani,21601,8,5,0
La Paz,Copacabana,21701,50,38,0
La Paz,San Pedro de Tiquina,21702,17,9,0
La Paz,Tito Yupanqui,21703,1,1,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,5,5,0
La Paz,Santiago de Machaca,21901,5,4,0
La Paz,Catacora,21902,2,2,0
La Paz,Caranavi,22001,99,63,5
La Paz,Alto Beni,22002,5,3,2
Cochabamba,Cochabamba,30101,13720,9888,864
Cochabamba,Aiquile,30201,129,76,10
Cochabamba,Pasorapa,30202,14,3,1
Cochabamba,Omereque,30203,20,17,2
Cochabamba,Ayopaya,30301,43,34,3
