departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,16091,9494,899
Chuquisaca,Yotala,10102,187,104,3
Chuquisaca,Poroma,10103,39,15,0
Chuquisaca,Azurduy,10201,117,107,0
Chuquisaca,Tarvita,10202,96,37,0
Chuquisaca,Zudañez,10301,106,78,1
Chuquisaca,Presto,10302,143,90,2
Chuquisaca,Mojocoya,10303,104,80,4
Chuquisaca,Villa Ricardo Mugia - Icla,10304,123,107,0
Chuquisaca,Padilla,10401,407,334,6
Chuquisaca,Tomina,10402,70,64,1
Chuquisaca,Sopachui,10403,126,48,0
Chuquisaca,Alcalá,10404,142,124,1
Chuquisaca,El Villar,10405,128,127,0
Chuquisaca,Monteagudo,10501,1391,922,27
Chuquisaca,Huacareta,10502,256,183,2
Chuquisaca,Tarabuco,10601,88,66,5
Chuquisaca,Yamparáez,10602,122,109,2
Chuquisaca,Camargo,10701,756,608,19
Chuquisaca,San Lucas,10702,162,120,9
Chuquisaca,Incahuasi,10703,159,137,2
Chuquisaca,Villa Charcas,10704,89,74,5
Chuquisaca,Villa Serrano,10801,274,216,2
Chuquisaca,Villa Abecia,10901,102,90,0
Chuquisaca,Culpina,10902,221,195,10
Chuquisaca,Las Carreras,10903,83,57,0
Chuquisaca,Villa Vaca Guzmán,11001,500,322,3
Chuquisaca,Huacaya,11002,81,68,0
Chuquisaca,Macharetí,11003,263,106,0
La Paz,Nuestra Señora de La Paz,20101,54622,43776,1419
La Paz,Palca,20102,34,12,0
La Paz,Mecapaca,20103,108,78,5
La Paz,Achocalla,20104,281,134,6
La Paz,El Alto,20105,21241,17233,659
La Paz,Achacachi,20201,126,56,7
La Paz,Villa Ancoraimes,20202,5,5,0
La Paz,Huarina,20203,6,2,0
La Paz,Santiago de Huata,20204,5,1,1
La Paz,Huatajata,20205,10,6,0
La Paz,Chua Cocani,20206,3,3,0
La Paz,Corocoro,20301,31,29,1
La Paz,Caquiaviri,20302,2,1,1
La Paz,Calacoto,20303,10,10,0
La Paz,Comanche,20304,12,11,1
La Paz,Charaña,20305,32,32,0
La Paz,Waldo Ballivian,20306,6,6,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,5,5,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,4,2,0
La Paz,Escoma,20405,10,7,1
La Paz,Chuma,20501,3,3,0
La Paz,Ayata,20502,2,2,0
La Paz,Aucapata,20503,1,0,0
La Paz,Sorata,20601,22,19,0
La Paz,Guanay,20602,80,64,2
La Paz,Tacacoma,20603,2,2,0
La Paz,Tipuani,20606,20,6,1
La Paz,Mapiri,20607,3,2,1
La Paz,Teoponte,20608,10,9,1
La Paz,Apolo,20701,31,23,2
La Paz,Pelechuco,20702,3,3,0
La Paz,Viacha,20801,1661,1406,29
La Paz,Puerto Mayor de Guaqui,20802,24,12,1
La Paz,Tiahuanacu,20803,45,42,1
La Paz,Desaguadero,20804,25,22,1
La Paz,La (Marka) San Andrés de Machaca,20805,3,2,0
La Paz,Jesús de Machaka,20806,25,18,0
La Paz,Taraco,20807,1,0,0
La Paz,Luribay,20901,5,4,0
La Paz,Sapahaqui,20902,8,8,0
La Paz,Yaco,20903,6,6,0
La Paz,Malla,20904,7,7,0
La Paz,Cairoma,20905,31,17,0
La Paz,Inquisivi,21001,34,23,1
La Paz,Quime,21002,22,21,1
La Paz,Cajuata,21003,17,4,1
La Paz,Colquiri,21004,118,82,7
La Paz,Ichoca,21005,13,2,0
La Paz,Villa Libertad Licoma,21006,12,2,0
La Paz,Chulumani,21101,135,104,6
La Paz,Irupana,21102,78,68,3
La Paz,Yanacachi,21103,123,84,1
La Paz,Palos Blancos,21104,36,31,4
La Paz,La Asunta,21105,23,17,3
La Paz,Pucarani,21201,42,30,1
La Paz,Laja,21202,84,75,6
La Paz,Batallas,21203,97,81,4
La Paz,Puerto Pérez,21204,13,4,1
La Paz,Sicasica,21301,15,10,3
La Paz,Umala,21302,14,11,3
La Paz,Calamarca,21304,13,9,0
La Paz,Patacamaya,21305,108,76,8
La Paz,Colquencha,21306,13,13,0
La Paz,Collana,21307,3,3,0
La Paz,Coroico,21401,75,51,4
La Paz,Coripata,21402,52,45,5
La Paz,Ixiamas,21501,1,1,0
La Paz,San Buenaventura,21502,75,29,1
La Paz,Charazani,21601,15,11,1
La Paz,Copacabana,21701,64,59,2
La Paz,San Pedro de Tiquina,21702,44,29,1
La Paz,Tito Yupanqui,21703,4,4,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,9,8,0
La Paz,Santiago de Machaca,21901,11,7,0
La Paz,Catacora,21902,12,2,0
La Paz,Caranavi,22001,234,165,9
La Paz,Alto Beni,22002,8,6,2
Cochabamba,Cochabamba,30101,30354,22687,1252
Cochabamba,Aiquile,30201,351,228,13
Cochabamba,Pasorapa,30202,73,52,1
Cochabamba,Omereque,30203,30,18,2
Cochabamba,Ayopaya,30301,116,63,3
Cochabamba,Morochata,30302,3,1,1
Cochabamba,Cocapata,30303,2,1,1
Cochabamba,Tarata,30401,226,135,13
Cochabamba,Anzaldo,30402,40,28,0
Cochabamba,Arbieto,30403,156,87,8
Cochabamba,Sacabamba,30404,22,9,0
Cochabamba,Arani,30501,207,121,11
Cochabamba,Vacas,30502,26,17,2
Cochabamba,Arque,30601,6,1,4
Cochabamba,Tacopaya,30602,21,12,0
Cochabamba,Capinota,30701,225,168,13
Cochabamba,Santivañez,30702,200,129,2
Cochabamba,Sicaya,30703,11,8,0
Cochabamba,Cliza,30801,526,303,15
Cochabamba,Toco,30802,93,57,3
Cochabamba,Tolata,30803,160,125,8
Cochabamba,Quillacollo,30901,5278,3352,217
Cochabamba,Sipesipe,30902,745,490,29
Cochabamba,Tiquipaya,30903,1966,1280,43
Cochabamba,Vinto,30904,1081,586,57
Cochabamba,Colcapirhua,30905,1819,1050,55
Cochabamba,Sacaba,31001,4016,2473,144
Cochabamba,Colomi,31002,166,118,6
Cochabamba,Villa Tunari,31003,695,403,25
Cochabamba,Tapacarí,31101,46,18,6
Cochabamba,Totora,31201,93,76,1
Cochabamba,Pojo,31202,31,20,0
Cochabamba,Pocona,31203,50,44,1
Cochabamba,Chimoré,31204,518,344,15
Cochabamba,Puerto Villarroel,31205,729,549,44
Cochabamba,Entre Ríos,31206,617,489,49
Cochabamba,Mizque,31301,313,225,7
Cochabamba,Vila Vila,31302,13,6,0
Cochabamba,Alalay,31303,8,0,0
Cochabamba,Punata,31401,906,538,44
Cochabamba,Villa Rivero,31402,74,42,2
Cochabamba,San Benito,31403,365,240,12
Cochabamba,Tacachi,31404,18,0,1
Cochabamba,Villa Gualberto Villarroel,31405,24,10,0
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,62,28,7
Cochabamba,Shinahota,31602,424,340,16
Oruro,Oruro,40101,16939,12480,906
Oruro,Caracollo,40102,107,52,15
Oruro,El Choro,40103,10,8,0
Oruro,Paria,40104,1,1,0
Oruro,Challapata,40201,600,452,17
Oruro,Santuario de Quillacas,40202,57,46,1
Oruro,Corque,40301,34,25,1
Oruro,Choquecota,40302,12,8,0
Oruro,Curahuara de Carangas,40401,38,26,2
Oruro,Turco,40402,53,36,1
Oruro,Huachacalla,40501,68,55,6
Oruro,Escara,40502,18,13,0
Oruro,Cruz de Machacamarca,40503,7,7,0
Oruro,Yunguyo del Litoral,40504,11,11,0
Oruro,Esmeralda,40505,12,9,1
Oruro,Poopó,40601,83,59,5
Oruro,Pazña,40602,78,39,1
Oruro,Antequera,40603,73,54,2
Oruro,Huanuni,40701,837,701,26
Oruro,Machacamarca,40702,162,131,7
