departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,5658,3106,438
Chuquisaca,Yotala,10102,89,27,1
Chuquisaca,Poroma,10103,15,6,0
Chuquisaca,Azurduy,10201,31,7,0
Chuquisaca,Tarvita,10202,34,7,0
Chuquisaca,Zudañez,10301,23,22,0
Chuquisaca,Presto,10302,75,13,1
Chuquisaca,Mojocoya,10303,30,10,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,17,12,0
Chuquisaca,Padilla,10401,16,16,0
Chuquisaca,Tomina,10402,18,18,0
Chuquisaca,Sopachui,10403,20,3,0
Chuquisaca,Alcalá,10404,10,10,0
Chuquisaca,El Villar,10405,3,2,0
Chuquisaca,Monteagudo,10501,92,69,0
Chuquisaca,Tarabuco,10601,44,18,3
Chuquisaca,Yamparáez,10602,65,28,2
Chuquisaca,Camargo,10701,90,53,6
Chuquisaca,San Lucas,10702,85,65,9
Chuquisaca,Incahuasi,10703,36,23,0
Chuquisaca,Villa Charcas,10704,53,22,2
Chuquisaca,Villa Serrano,10801,10,10,0
Chuquisaca,Villa Abecia,10901,5,3,0
Chuquisaca,Culpina,10902,61,28,3
Chuquisaca,Las Carreras,10903,12,11,0
Chuquisaca,Villa Vaca Guzmán,11001,43,39,0
Chuquisaca,Macharetí,11003,4,4,0
La Paz,Nuestra Señora de La Paz,20101,23022,16538,621
La Paz,Palca,20102,5,0,0
La Paz,Mecapaca,20103,25,16,2
La Paz,Achocalla,20104,58,36,3
La Paz,El Alto,20105,9291,6690,272
La Paz,Achacachi,20201,37,20,5
La Paz,Villa Ancoraimes,20202,3,2,0
La Paz,Huarina,20203,2,1,0
La Paz,Huatajata,20205,2,1,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,22,17,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,4,2,0
La Paz,Comanche,20304,8,2,0
La Paz,Charaña,20305,15,9,0
La Paz,Waldo Ballivian,20306,3,2,0
La Paz,Nazacara de Pacajes,20307,2,0,0
La Paz,Puerto Acosta,20401,3,0,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,1,1,0
La Paz,Escoma,20405,4,1,1
La Paz,Chuma,20501,2,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,15,8,0
La Paz,Guanay,20602,41,10,1
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,2,1,0
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,8,7,0
La Paz,Apolo,20701,2,2,0
La Paz,Pelechuco,20702,2,0,0
La Paz,Viacha,20801,626,466,10
La Paz,Puerto Mayor de Guaqui,20802,3,1,0
La Paz,Tiahuanacu,20803,16,5,0
La Paz,Desaguadero,20804,3,0,0
La Paz,Jesús de Machaka,20806,10,3,0
La Paz,Luribay,20901,1,1,0
La Paz,Sapahaqui,20902,8,5,0
La Paz,Yaco,20903,4,2,0
La Paz,Malla,20904,6,6,0
La Paz,Cairoma,20905,16,16,0
La Paz,Inquisivi,21001,11,8,0
La Paz,Quime,21002,13,8,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,68,58,7
La Paz,Ichoca,21005,1,1,0
La Paz,Villa Libertad Licoma,21006,1,1,0
La Paz,Chulumani,21101,33,17,4
La Paz,Irupana,21102,49,31,2
La Paz,Yanacachi,21103,13,9,0
La Paz,Palos Blancos,21104,33,29,3
La Paz,La Asunta,21105,12,9,1
La Paz,Pucarani,21201,23,18,1
La Paz,Laja,21202,42,33,5
La Paz,Batallas,21203,53,41,2
La Paz,Puerto Pérez,21204,2,0,0
La Paz,Sicasica,21301,12,8,3
La Paz,Umala,21302,14,10,3
La Paz,Calamarca,21304,9,4,0
La Paz,Patacamaya,21305,67,56,7
La Paz,Colquencha,21306,5,5,0
La Paz,Collana,21307,1,1,0
La Paz,Coroico,21401,26,24,1
La Paz,Coripata,21402,38,26,5
La Paz,San Buenaventura,21502,30,10,1
La Paz,Charazani,21601,4,3,0
La Paz,Copacabana,21701,35,33,0
La Paz,San Pedro de Tiquina,21702,6,6,0
La Paz,Tito Yupanqui,21703,1,0,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,5,1,0
La Paz,Santiago de Machaca,21901,4,2,0
La Paz,Catacora,21902,2,0,0
La Paz,Caranavi,22001,66,59,4
La Paz,Alto Beni,22002,5,2,1
Cochabamba,Cochabamba,30101,7972,6775,619
Cochabamba,Aiquile,30201,42,28,6
Cochabamba,Pasorapa,30202,2,0,0
Cochabamba,Omereque,30203,18,13,1
Cochabamba,Ayopaya,30301,33,7,2
Cochabamba,Morochata,30302,1,0,1
Cochabamba,Cocapata,30303,2,1,1
Cochabamba,Tarata,30401,44,24,10
Cochabamba,Anzaldo,30402,19,14,0
Cochabamba,Arbieto,30403,17,11,6
Cochabamba,Sacabamba,30404,1,0,0
Cochabamba,Arani,30501,30,12,5
Cochabamba,Vacas,30502,13,6,0
Cochabamba,Arque,30601,4,1,2
Cochabamba,Tacopaya,30602,5,0,0
Cochabamba,Capinota,30701,98,44,6
Cochabamba,Santivañez,30702,31,25,1
Cochabamba,Sicaya,30703,8,5,0
Cochabamba,Cliza,30801,33,25,5
Cochabamba,Toco,30802,7,2,3
Cochabamba,Tolata,30803,30,5,4
Cochabamba,Quillacollo,30901,1233,667,80
Cochabamba,Sipesipe,30902,233,137,15
Cochabamba,Tiquipaya,30903,249,142,20
Cochabamba,Vinto,30904,256,202,30
Cochabamba,Colcapirhua,30905,195,90,26
Cochabamba,Sacaba,31001,860,483,75
Cochabamba,Colomi,31002,39,17,3
Cochabamba,Villa Tunari,31003,161,148,11
Cochabamba,Tapacarí,31101,17,10,2
Cochabamba,Totora,31201,49,26,1
Cochabamba,Pojo,31202,17,3,0
Cochabamba,Pocona,31203,16,14,1
Cochabamba,Chimoré,31204,160,130,12
Cochabamba,Puerto Villarroel,31205,473,375,32
Cochabamba,Entre Ríos,31206,430,348,38
Cochabamba,Mizque,31301,81,67,3
Cochabamba,Vila Vila,31302,2,2,0
Cochabamba,Punata,31401,128,100,25
Cochabamba,Villa Rivero,31402,9,4,0
Cochabamba,San Benito,31403,92,72,6
Cochabamba,Tacachi,31404,1,0,1
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,13,6,4
Cochabamba,Shinahota,31602,262,177,9
Oruro,Oruro,40101,4533,1990,234
Oruro,Caracollo,40102,30,6,10
Oruro,Paria,40104,2,0,1
Oruro,Challapata,40201,152,23,3
Oruro,Santuario de Quillacas,40202,22,10,0
Oruro,Curahuara de Carangas,40401,6,1,0
Oruro,Turco,40402,3,1,0
Oruro,Huachacalla,40501,34,26,5
Oruro,Escara,40502,5,3,0
Oruro,Yunguyo del Litoral,40504,1,1,0
Oruro,Esmeralda,40505,7,7,0
Oruro,Poopó,40601,27,11,1
Oruro,Pazña,40602,3,0,0
Oruro,Antequera,40603,8,7,0
Oruro,Huanuni,40701,511,366,25
Oruro,Machacamarca,40702,37,17,1
Oruro,Salinas de Garcí Mendoza,40801,13,3,1
Oruro,Pampa Aullagas,40802,3,1,0
Oruro,Sabaya,40901,34,25,2
Oruro,Coipasa,40902,1,1,0
Oruro,Toledo,41001,12,6,2
Oruro,Eucaliptus,41101,43,32,4
Oruro,Andamarca,41201,5,0,0
Oruro,Totora,41301,5,0,0
Oruro,Santiago de Huari,41401,21,7,2
Oruro,La Rivera,41501,3,2,0
Oruro,Huayllamarca,41601,6,1,2
Potosí,Potosí,50101,5717,961,122
Potosí,Tinguipaya,50102,18,7,0
Potosí,Yocalla,50103,2,0,1
Potosí,Urmiri,50104,5,3,0
Potosí,Uncía,50201,352,69,0
Potosí,Chayanta,50202,46,23,1
Potosí,Llallagua,50203,933,191,17
Potosí,Chuquihuta Ayllu Jucumani,50204,18,8,4
Potosí,Betanzos,50301,269,127,5
Potosí,Chaquí,50302,10,0,0
Potosí,Tacobamba,50303,27,0,0
Potosí,Colquechaca,50401,34,7,1
Potosí,Ravelo,50402,32,20,1
Potosí,Pocoata,50403,43,14,6
Potosí,Ocurí,50404,56,29,1
Potosí,San Pedro,50501,12,8,1
Potosí,Toro Toro,50502,42,22,1
Potosí,Cotagaita,50601,114,1,1
Potosí,Vitiche,50602,92,3,0
Potosí,Sacaca,50701,11,0,3
Potosí,Caripuyo,50702,4,0,0
Potosí,Tupiza,50801,230,21,14
Potosí,Atocha,50802,110,22,4
Potosí,"Colcha ""K""",50901,156,92,2
Potosí,San Pedro de Quemes,50902,5,4,0
Potosí,San Pablo,51001,5,0,0
Potosí,Puna,51101,62,37,2
Potosí,"Caiza ""D""",51102,73,44,1
Potosí,Ckochas,51103,19,2,1
Potosí,Uyuni,51201,205,27,16
Potosí,Tomave,51202,51,18,0
Potosí,Porco,51203,18,0,2
Potosí,Arampampa,51301,5,0,1
Potosí,Acasio,51302,11,0,0
Potosí,Llica,51401,21,0,1
Potosí,Tahua,51402,20,3,1
Potosí,Villazón,51501,650,148,17
Potosí,San Agustín,51601,31,5,0
Tarija,Tarija,60101,6632,4387,152
Tarija,Padcaya,60201,322,104,0
Tarija,Bermejo,60202,816,89,20
Tarija,Yacuiba,60301,1846,346,74
Tarija,Caraparí,60302,272,173,2
Tarija,Villa Montes,60303,583,314,11
Tarija,Uriondo,60401,220,88,1
Tarija,Yunchará,60402,33,13,1
Tarija,San Lorenzo,60501,626,279,4
Tarija,El Puente,60502,94,54,2
Tarija,Entre Ríos,60601,297,84,2
Santa Cruz,Santa Cruz de la Sierra,70101,27516,25513,1676
Santa Cruz,Cotoca,70102,1188,521,14
Santa Cruz,Porongo,70103,204,131,1
Santa Cruz,La Guardia,70104,1412,1093,8
Santa Cruz,El Torno,70105,1065,583,31
Santa Cruz,Warnes,70201,829,603,37
Santa Cruz,Okinawa Uno,70202,124,91,9
Santa Cruz,San Ignacio,70301,339,222,56
Santa Cruz,San Miguel,70302,29,21,2
Santa Cruz,San Rafael,70303,30,27,0
Santa Cruz,Buena Vista,70401,111,69,0
Santa Cruz,San Carlos,70402,279,190,0
Santa Cruz,Yapacaní,70403,727,532,0
Santa Cruz,San Juan,70404,153,111,0
Santa Cruz,San José,70501,245,207,23
Santa Cruz,Pailón,70502,403,287,9
