departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,5225,2594,422
Chuquisaca,Yotala,10102,84,27,1
Chuquisaca,Poroma,10103,15,6,0
Chuquisaca,Azurduy,10201,31,7,0
Chuquisaca,Tarvita,10202,34,7,0
Chuquisaca,Zudañez,10301,23,19,0
Chuquisaca,Presto,10302,67,10,1
Chuquisaca,Mojocoya,10303,29,9,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,15,11,0
Chuquisaca,Padilla,10401,16,16,0
Chuquisaca,Tomina,10402,18,18,0
Chuquisaca,Sopachui,10403,8,3,0
Chuquisaca,Alcalá,10404,10,10,0
Chuquisaca,El Villar,10405,2,2,0
Chuquisaca,Monteagudo,10501,84,65,0
Chuquisaca,Tarabuco,10601,40,15,2
Chuquisaca,Yamparáez,10602,57,27,2
Chuquisaca,Camargo,10701,84,49,6
Chuquisaca,San Lucas,10702,84,52,8
Chuquisaca,Incahuasi,10703,35,20,0
Chuquisaca,Villa Charcas,10704,47,17,2
Chuquisaca,Villa Serrano,10801,10,10,0
Chuquisaca,Villa Abecia,10901,4,3,0
Chuquisaca,Culpina,10902,46,28,3
Chuquisaca,Las Carreras,10903,12,11,0
Chuquisaca,Villa Vaca Guzmán,11001,43,39,0
Chuquisaca,Macharetí,11003,4,4,0
La Paz,Nuestra Señora de La Paz,20101,22530,15580,577
La Paz,Palca,20102,5,0,0
La Paz,Mecapaca,20103,22,16,2
La Paz,Achocalla,20104,58,33,2
La Paz,El Alto,20105,8969,6259,261
La Paz,Achacachi,20201,33,19,5
La Paz,Villa Ancoraimes,20202,3,2,0
La Paz,Huarina,20203,2,1,0
La Paz,Huatajata,20205,2,1,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,22,17,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,4,2,0
La Paz,Comanche,20304,6,0,0
La Paz,Charaña,20305,14,6,0
La Paz,Waldo Ballivian,20306,3,2,0
La Paz,Nazacara de Pacajes,20307,2,0,0
La Paz,Puerto Acosta,20401,3,0,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,1,1,0
La Paz,Escoma,20405,4,3,1
La Paz,Chuma,20501,2,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,15,6,0
La Paz,Guanay,20602,22,9,1
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,2,1,0
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,8,7,0
La Paz,Apolo,20701,2,2,0
La Paz,Pelechuco,20702,2,0,0
La Paz,Viacha,20801,608,411,10
La Paz,Puerto Mayor de Guaqui,20802,3,1,0
La Paz,Tiahuanacu,20803,12,4,0
La Paz,Desaguadero,20804,3,0,0
La Paz,Jesús de Machaka,20806,7,0,0
La Paz,Luribay,20901,1,1,0
La Paz,Sapahaqui,20902,7,5,0
La Paz,Yaco,20903,4,2,0
La Paz,Malla,20904,6,6,0
La Paz,Cairoma,20905,16,16,0
La Paz,Inquisivi,21001,10,7,0
La Paz,Quime,21002,13,7,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,69,58,7
La Paz,Ichoca,21005,1,1,0
La Paz,Villa Libertad Licoma,21006,1,1,0
La Paz,Chulumani,21101,31,15,4
La Paz,Irupana,21102,47,28,2
La Paz,Yanacachi,21103,10,9,0
La Paz,Palos Blancos,21104,33,24,3
La Paz,La Asunta,21105,10,3,1
La Paz,Pucarani,21201,20,14,1
La Paz,Laja,21202,40,30,5
La Paz,Batallas,21203,53,41,2
La Paz,Puerto Pérez,21204,2,0,0
La Paz,Sicasica,21301,12,6,3
La Paz,Umala,21302,15,11,3
La Paz,Calamarca,21304,8,4,0
La Paz,Patacamaya,21305,67,55,7
La Paz,Colquencha,21306,5,4,0
La Paz,Collana,21307,1,1,0
La Paz,Coroico,21401,26,24,1
La Paz,Coripata,21402,37,26,5
La Paz,San Buenaventura,21502,30,10,1
La Paz,Charazani,21601,4,0,0
La Paz,Copacabana,21701,34,19,0
La Paz,San Pedro de Tiquina,21702,6,5,0
La Paz,Tito Yupanqui,21703,1,0,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,5,0,0
La Paz,Santiago de Machaca,21901,4,2,0
La Paz,Catacora,21902,1,0,0
La Paz,Caranavi,22001,66,59,4
La Paz,Alto Beni,22002,4,2,1
Cochabamba,Cochabamba,30101,7748,6291,599
Cochabamba,Aiquile,30201,42,28,6
Cochabamba,Pasorapa,30202,2,0,0
Cochabamba,Omereque,30203,16,13,1
Cochabamba,Ayopaya,30301,30,1,2
Cochabamba,Morochata,30302,1,0,0
Cochabamba,Cocapata,30303,2,1,1
Cochabamba,Tarata,30401,42,24,9
Cochabamba,Anzaldo,30402,17,5,0
Cochabamba,Arbieto,30403,17,11,6
Cochabamba,Sacabamba,30404,1,0,0
Cochabamba,Arani,30501,29,11,2
Cochabamba,Vacas,30502,9,6,0
Cochabamba,Arque,30601,4,1,2
Cochabamba,Tacopaya,30602,3,0,0
Cochabamba,Capinota,30701,95,37,6
Cochabamba,Santivañez,30702,30,25,1
Cochabamba,Sicaya,30703,8,5,0
Cochabamba,Cliza,30801,33,23,5
Cochabamba,Toco,30802,7,2,3
Cochabamba,Tolata,30803,29,5,4
Cochabamba,Quillacollo,30901,1178,636,77
Cochabamba,Sipesipe,30902,227,115,12
Cochabamba,Tiquipaya,30903,248,140,18
Cochabamba,Vinto,30904,253,185,29
Cochabamba,Colcapirhua,30905,192,89,25
Cochabamba,Sacaba,31001,854,450,74
Cochabamba,Colomi,31002,39,16,3
Cochabamba,Villa Tunari,31003,160,130,12
Cochabamba,Tapacarí,31101,17,8,2
Cochabamba,Totora,31201,49,26,1
Cochabamba,Pojo,31202,15,3,0
Cochabamba,Pocona,31203,16,14,1
Cochabamba,Chimoré,31204,160,147,11
Cochabamba,Puerto Villarroel,31205,473,364,32
Cochabamba,Entre Ríos,31206,430,348,38
Cochabamba,Mizque,31301,79,50,3
Cochabamba,Vila Vila,31302,2,2,0
Cochabamba,Punata,31401,127,99,23
Cochabamba,Villa Rivero,31402,8,2,0
Cochabamba,San Benito,31403,91,72,2
Cochabamba,Tacachi,31404,1,0,1
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,13,6,4
Cochabamba,Shinahota,31602,262,173,9
Oruro,Oruro,40101,4422,1764,222
Oruro,Caracollo,40102,30,6,10
Oruro,Paria,40104,2,0,1
Oruro,Challapata,40201,141,13,3
Oruro,Santuario de Quillacas,40202,18,10,0
Oruro,Curahuara de Carangas,40401,3,1,0
Oruro,Turco,40402,3,1,0
Oruro,Huachacalla,40501,34,24,5
Oruro,Escara,40502,5,3,0
Oruro,Yunguyo del Litoral,40504,1,1,0
Oruro,Esmeralda,40505,7,6,0
Oruro,Poopó,40601,22,11,1
Oruro,Pazña,40602,3,0,0
Oruro,Antequera,40603,8,7,0
Oruro,Huanuni,40701,504,364,25
Oruro,Machacamarca,40702,37,12,1
Oruro,Salinas de Garcí Mendoza,40801,12,3,0
Oruro,Pampa Aullagas,40802,3,1,0
Oruro,Sabaya,40901,34,25,2
Oruro,Coipasa,40902,1,1,0
Oruro,Toledo,41001,11,4,2
Oruro,Eucaliptus,41101,41,32,4
Oruro,Andamarca,41201,5,0,0
Oruro,Totora,41301,5,0,0
Oruro,Santiago de Huari,41401,20,6,5
Oruro,La Rivera,41501,2,0,0
Oruro,Huayllamarca,41601,6,1,2
Potosí,Potosí,50101,3809,806,121
Potosí,Tinguipaya,50102,18,7,0
Potosí,Yocalla,50103,2,0,1
Potosí,Urmiri,50104,5,0,0
Potosí,Uncía,50201,318,69,0
Potosí,Chayanta,50202,41,23,1
Potosí,Llallagua,50203,887,191,17
Potosí,Chuquihuta Ayllu Jucumani,50204,17,0,2
Potosí,Betanzos,50301,269,61,5
Potosí,Chaquí,50302,10,0,0
Potosí,Tacobamba,50303,26,0,0
Potosí,Colquechaca,50401,34,7,1
Potosí,Ravelo,50402,32,14,1
Potosí,Pocoata,50403,42,14,6
Potosí,Ocurí,50404,53,29,1
Potosí,San Pedro,50501,12,7,1
Potosí,Toro Toro,50502,41,12,1
Potosí,Cotagaita,50601,92,0,1
Potosí,Vitiche,50602,90,3,0
Potosí,Sacaca,50701,11,0,3
Potosí,Caripuyo,50702,4,0,0
Potosí,Tupiza,50801,145,8,13
Potosí,Atocha,50802,109,22,4
Potosí,"Colcha ""K""",50901,104,77,2
Potosí,San Pedro de Quemes,50902,4,0,0
Potosí,San Pablo,51001,5,0,0
Potosí,Puna,51101,58,15,2
Potosí,"Caiza ""D""",51102,69,41,1
Potosí,Ckochas,51103,19,0,1
Potosí,Uyuni,51201,205,27,16
Potosí,Tomave,51202,47,6,0
Potosí,Porco,51203,16,0,2
Potosí,Arampampa,51301,4,0,0
Potosí,Acasio,51302,9,0,0
Potosí,Llica,51401,20,0,1
Potosí,Tahua,51402,20,3,1
Potosí,Villazón,51501,595,121,17
Potosí,San Agustín,51601,13,1,0
Tarija,Tarija,60101,5991,3972,141
Tarija,Padcaya,60201,197,79,0
Tarija,Bermejo,60202,518,75,14
Tarija,Yacuiba,60301,1577,260,69
Tarija,Caraparí,60302,236,156,2
Tarija,Villa Montes,60303,483,261,11
Tarija,Uriondo,60401,190,83,1
Tarija,Yunchará,60402,27,13,0
Tarija,San Lorenzo,60501,585,246,4
Tarija,El Puente,60502,71,45,2
Tarija,Entre Ríos,60601,212,81,2
Santa Cruz,Santa Cruz de la Sierra,70101,27221,25513,1601
Santa Cruz,Cotoca,70102,1187,521,14
Santa Cruz,Porongo,70103,200,131,1
Santa Cruz,La Guardia,70104,1393,1093,7
Santa Cruz,El Torno,70105,1055,583,31
Santa Cruz,Warnes,70201,826,603,13
Santa Cruz,Okinawa Uno,70202,123,91,5
Santa Cruz,San Ignacio,70301,336,222,54
Santa Cruz,San Miguel,70302,29,21,2
Santa Cruz,San Rafael,70303,30,27,0
Santa Cruz,Buena Vista,70401,111,69,0
Santa Cruz,San Carlos,70402,279,190,0
Santa Cruz,Yapacaní,70403,725,532,0
Santa Cruz,San Juan,70404,153,111,0
Santa Cruz,San José,70501,244,207,23
Santa Cruz,Pailón,70502,400,287,9
Santa Cruz,Roboré,70503,276,158,7
Santa Cruz,Portachuelo,70601,261,245,4
Santa Cruz,Santa Rosa,70602,181,165,0
Santa Cruz,Colpa Bélgica,70603,144,132,8
Santa Cruz,Lagunillas,70701,17,4,0
Santa Cruz,Charagua,70702,37,5,1
Santa Cruz,Cabezas,70703,56,31,1
Santa Cruz,Gutiérrez,70705,30,2,1
Santa Cruz,Camiri,70706,559,171,8
Santa Cruz,Boyuibe,70707,24,0,0
Santa Cruz,Vallegrande,70801,105,56,5
Santa Cruz,Trigal,70802,12,9,0
Santa Cruz,Moromoro,70803,30,22,1
Santa Cruz,Postrervalle,70804,1,0,0
Santa Cruz,Samaipata,70901,34,30,2
Santa Cruz,Pampa Grande,70902,76,32,4
Santa Cruz,Mairana,70903,109,84,4
Santa Cruz,Quirusillas,70904,13,3,1
Santa Cruz,Montero,71001,2956,2638,185
Santa Cruz,General Saavedra,71002,72,70,2
Santa Cruz,Mineros,71003,135,124,11
Santa Cruz,Fernández Alonso,71004,212,168,2
Santa Cruz,San Pedro,71005,392,314,1
Santa Cruz,Concepción,71101,285,150,10
Santa Cruz,San Javier,71102,88,56,6
Santa Cruz,San Julián,71103,152,60,6
Santa Cruz,San Antonio de Lomerio,71104,239,227,12
Santa Cruz,San Ramón,71105,39,34,5
Santa Cruz,Cuatro Cañadas,71106,160,124,12
Santa Cruz,San Matías,71201,38,32,0
Santa Cruz,Comarapa,71301,82,50,0
Santa Cruz,Saipina,71302,26,17,0
Santa Cruz,Puerto Suarez,71401,81,74,0
