departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,6589,5946,476
Chuquisaca,Yotala,10102,107,104,3
Chuquisaca,Poroma,10103,15,15,0
Chuquisaca,Azurduy,10201,31,29,0
Chuquisaca,Tarvita,10202,34,7,0
Chuquisaca,Zudañez,10301,45,40,0
Chuquisaca,Presto,10302,77,74,1
Chuquisaca,Mojocoya,10303,35,25,2
Chuquisaca,Villa Ricardo Mugia - Icla,10304,19,15,0
Chuquisaca,Padilla,10401,28,19,0
Chuquisaca,Tomina,10402,23,22,0
Chuquisaca,Sopachui,10403,38,27,0
Chuquisaca,Alcalá,10404,10,10,0
Chuquisaca,El Villar,10405,3,3,0
Chuquisaca,Monteagudo,10501,202,173,4
Chuquisaca,Huacareta,10502,2,2,0
Chuquisaca,Tarabuco,10601,53,41,3
Chuquisaca,Yamparáez,10602,74,71,2
Chuquisaca,Camargo,10701,164,142,8
Chuquisaca,San Lucas,10702,96,83,9
Chuquisaca,Incahuasi,10703,49,49,0
Chuquisaca,Villa Charcas,10704,64,54,4
Chuquisaca,Villa Serrano,10801,14,14,0
Chuquisaca,Villa Abecia,10901,12,10,0
Chuquisaca,Culpina,10902,114,89,5
Chuquisaca,Las Carreras,10903,17,17,0
Chuquisaca,Villa Vaca Guzmán,11001,136,114,0
Chuquisaca,Macharetí,11003,8,6,0
La Paz,Nuestra Señora de La Paz,20101,23989,22380,760
La Paz,Palca,20102,8,6,0
La Paz,Mecapaca,20103,29,26,2
La Paz,Achocalla,20104,60,52,5
La Paz,El Alto,20105,9850,9258,327
La Paz,Achacachi,20201,38,29,5
La Paz,Villa Ancoraimes,20202,3,3,0
La Paz,Huarina,20203,2,2,0
La Paz,Santiago de Huata,20204,1,1,0
La Paz,Huatajata,20205,3,3,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,23,20,1
La Paz,Caquiaviri,20302,1,1,0
La Paz,Calacoto,20303,5,4,0
La Paz,Comanche,20304,11,6,1
La Paz,Charaña,20305,15,11,0
La Paz,Waldo Ballivian,20306,3,2,0
La Paz,Nazacara de Pacajes,20307,2,2,0
La Paz,Puerto Acosta,20401,3,3,0
La Paz,Mocomoco,20402,2,2,0
La Paz,Puerto Mayor de Carabuco,20403,1,1,0
La Paz,Escoma,20405,4,3,1
La Paz,Chuma,20501,2,2,0
La Paz,Ayata,20502,2,2,0
La Paz,Sorata,20601,15,13,0
La Paz,Guanay,20602,41,34,1
La Paz,Tacacoma,20603,1,1,0
La Paz,Tipuani,20606,2,1,1
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,8,8,0
La Paz,Apolo,20701,2,2,0
La Paz,Pelechuco,20702,2,2,0
La Paz,Viacha,20801,708,661,15
La Paz,Puerto Mayor de Guaqui,20802,3,3,0
La Paz,Tiahuanacu,20803,23,21,0
La Paz,Desaguadero,20804,4,4,0
La Paz,Jesús de Machaka,20806,14,14,0
La Paz,Luribay,20901,1,1,0
La Paz,Sapahaqui,20902,8,6,0
La Paz,Yaco,20903,4,3,0
La Paz,Malla,20904,6,6,0
La Paz,Cairoma,20905,16,16,0
La Paz,Inquisivi,21001,12,12,0
La Paz,Quime,21002,14,13,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,68,61,7
La Paz,Ichoca,21005,1,1,0
La Paz,Villa Libertad Licoma,21006,1,1,0
La Paz,Chulumani,21101,34,29,5
La Paz,Irupana,21102,52,47,2
La Paz,Yanacachi,21103,14,13,1
La Paz,Palos Blancos,21104,33,30,3
La Paz,La Asunta,21105,13,11,2
La Paz,Pucarani,21201,23,21,1
La Paz,Laja,21202,44,37,6
La Paz,Batallas,21203,56,51,3
La Paz,Puerto Pérez,21204,2,1,1
La Paz,Sicasica,21301,12,9,3
La Paz,Umala,21302,14,11,3
La Paz,Calamarca,21304,9,9,0
La Paz,Patacamaya,21305,67,60,7
La Paz,Colquencha,21306,5,5,0
La Paz,Collana,21307,1,1,0
La Paz,Coroico,21401,27,25,2
La Paz,Coripata,21402,39,34,5
La Paz,Ixiamas,21501,1,1,0
La Paz,San Buenaventura,21502,30,20,1
La Paz,Charazani,21601,6,5,0
La Paz,Copacabana,21701,36,34,0
La Paz,San Pedro de Tiquina,21702,6,6,0
La Paz,Tito Yupanqui,21703,1,1,0
La Paz,Papel Pampa,21802,1,1,0
La Paz,Chacarilla,21803,5,5,0
La Paz,Santiago de Machaca,21901,4,4,0
La Paz,Catacora,21902,2,1,0
La Paz,Caranavi,22001,67,63,4
La Paz,Alto Beni,22002,5,3,1
Cochabamba,Cochabamba,30101,8588,7607,765
Cochabamba,Aiquile,30201,62,37,8
Cochabamba,Pasorapa,30202,2,2,0
Cochabamba,Omereque,30203,18,16,2
Cochabamba,Ayopaya,30301,37,34,3
Cochabamba,Morochata,30302,1,0,1
Cochabamba,Cocapata,30303,2,1,1
Cochabamba,Tarata,30401,45,33,10
Cochabamba,Anzaldo,30402,20,19,0
Cochabamba,Arbieto,30403,18,11,6
Cochabamba,Sacabamba,30404,1,1,0
Cochabamba,Arani,30501,30,24,6
Cochabamba,Vacas,30502,18,17,1
Cochabamba,Arque,30601,4,1,3
Cochabamba,Tacopaya,30602,5,5,0
Cochabamba,Capinota,30701,108,98,7
Cochabamba,Santivañez,30702,32,30,2
Cochabamba,Sicaya,30703,8,8,0
Cochabamba,Cliza,30801,36,28,5
Cochabamba,Toco,30802,7,4,3
Cochabamba,Tolata,30803,55,45,5
Cochabamba,Quillacollo,30901,1306,1161,113
Cochabamba,Sipesipe,30902,247,223,17
Cochabamba,Tiquipaya,30903,261,225,26
Cochabamba,Vinto,30904,265,225,36
Cochabamba,Colcapirhua,30905,204,164,30
Cochabamba,Sacaba,31001,908,791,83
Cochabamba,Colomi,31002,39,32,4
Cochabamba,Villa Tunari,31003,166,147,19
Cochabamba,Tapacarí,31101,19,14,5
Cochabamba,Totora,31201,49,45,1
Cochabamba,Pojo,31202,17,17,0
Cochabamba,Pocona,31203,17,16,1
Cochabamba,Chimoré,31204,167,150,13
Cochabamba,Puerto Villarroel,31205,475,437,35
Cochabamba,Entre Ríos,31206,430,382,48
Cochabamba,Mizque,31301,93,78,5
Cochabamba,Vila Vila,31302,2,2,0
Cochabamba,Punata,31401,148,105,30
Cochabamba,Villa Rivero,31402,10,9,1
Cochabamba,San Benito,31403,106,93,11
Cochabamba,Tacachi,31404,1,0,1
Cochabamba,Villa Gualberto Villarroel,31405,1,1,0
Cochabamba,Bolivar,31501,6,6,0
Cochabamba,Tiraque,31601,14,10,4
Cochabamba,Shinahota,31602,263,247,15
Oruro,Oruro,40101,5060,4557,262
Oruro,Caracollo,40102,39,28,11
Oruro,Paria,40104,2,1,1
Oruro,Challapata,40201,248,176,5
Oruro,Santuario de Quillacas,40202,28,26,0
Oruro,Corque,40301,2,2,0
Oruro,Curahuara de Carangas,40401,12,11,1
Oruro,Turco,40402,4,4,0
Oruro,Huachacalla,40501,35,30,5
Oruro,Escara,40502,5,5,0
Oruro,Yunguyo del Litoral,40504,1,1,0
Oruro,Esmeralda,40505,7,7,0
Oruro,Poopó,40601,31,25,1
Oruro,Pazña,40602,5,5,0
Oruro,Antequera,40603,8,8,0
Oruro,Huanuni,40701,532,462,25
Oruro,Machacamarca,40702,39,37,1
Oruro,Salinas de Garcí Mendoza,40801,13,11,1
Oruro,Pampa Aullagas,40802,3,2,0
Oruro,Sabaya,40901,39,36,1
Oruro,Coipasa,40902,1,1,0
Oruro,Toledo,41001,22,19,2
Oruro,Eucaliptus,41101,44,38,4
Oruro,Andamarca,41201,5,5,0
Oruro,Totora,41301,5,5,0
Oruro,Santiago de Huari,41401,24,20,2
Oruro,La Rivera,41501,3,3,0
Oruro,Huayllamarca,41601,6,4,2
Potosí,Potosí,50101,4388,2333,145
Potosí,Tinguipaya,50102,20,20,0
Potosí,Yocalla,50103,3,0,1
Potosí,Urmiri,50104,5,3,0
Potosí,Uncía,50201,458,105,0
Potosí,Chayanta,50202,47,34,2
Potosí,Llallagua,50203,986,920,17
Potosí,Chuquihuta Ayllu Jucumani,50204,21,15,4
Potosí,Betanzos,50301,293,287,5
Potosí,Chaquí,50302,11,11,0
Potosí,Tacobamba,50303,36,10,0
Potosí,Colquechaca,50401,34,7,1
Potosí,Ravelo,50402,40,39,1
Potosí,Pocoata,50403,43,37,6
Potosí,Ocurí,50404,81,58,2
Potosí,San Pedro,50501,14,11,1
Potosí,Toro Toro,50502,55,46,2
Potosí,Cotagaita,50601,207,42,1
Potosí,Vitiche,50602,99,22,0
Potosí,Sacaca,50701,11,0,3
Potosí,Caripuyo,50702,7,3,0
Potosí,Tupiza,50801,544,447,19
Potosí,Atocha,50802,124,111,5
Potosí,"Colcha ""K""",50901,390,328,4
Potosí,San Pedro de Quemes,50902,8,7,0
Potosí,San Pablo,51001,9,5,0
