departamento,municipio,cod_ine,confirmados,recuperados,decesos
Chuquisaca,Sucre,10101,4398,1463,362
Chuquisaca,Yotala,10102,71,27,1
Chuquisaca,Poroma,10103,12,6,0
Chuquisaca,Azurduy,10201,16,7,0
Chuquisaca,Tarvita,10202,24,7,0
Chuquisaca,Zudañez,10301,23,16,0
Chuquisaca,Presto,10302,21,10,0
Chuquisaca,Mojocoya,10303,18,7,1
Chuquisaca,Villa Ricardo Mugia - Icla,10304,12,11,0
Chuquisaca,Padilla,10401,16,15,0
Chuquisaca,Tomina,10402,18,15,0
Chuquisaca,Sopachui,10403,3,3,0
Chuquisaca,Alcalá,10404,10,9,0
Chuquisaca,El Villar,10405,2,1,0
Chuquisaca,Monteagudo,10501,79,53,0
Chuquisaca,Tarabuco,10601,32,12,2
Chuquisaca,Yamparáez,10602,34,17,2
Chuquisaca,Camargo,10701,65,35,5
Chuquisaca,San Lucas,10702,79,27,7
Chuquisaca,Incahuasi,10703,26,14,0
Chuquisaca,Villa Charcas,10704,29,7,2
Chuquisaca,Villa Serrano,10801,10,10,0
Chuquisaca,Villa Abecia,10901,4,3,0
Chuquisaca,Culpina,10902,37,21,3
Chuquisaca,Las Carreras,10903,11,8,0
Chuquisaca,Villa Vaca Guzmán,11001,43,32,0
Chuquisaca,Macharetí,11003,4,4,0
La Paz,Nuestra Señora de La Paz,20101,20819,5456,430
La Paz,Palca,20102,4,0,0
La Paz,Mecapaca,20103,20,8,1
La Paz,Achocalla,20104,48,14,2
La Paz,El Alto,20105,8386,2550,195
La Paz,Achacachi,20201,33,6,5
La Paz,Villa Ancoraimes,20202,3,2,0
La Paz,Huarina,20203,2,0,0
La Paz,Huatajata,20205,2,0,0
La Paz,Chua Cocani,20206,2,2,0
La Paz,Corocoro,20301,22,6,1
La Paz,Calacoto,20303,2,0,0
La Paz,Comanche,20304,2,0,0
La Paz,Charaña,20305,14,0,0
La Paz,Waldo Ballivian,20306,3,0,0
La Paz,Mocomoco,20402,2,0,0
La Paz,Puerto Mayor de Carabuco,20403,1,0,0
La Paz,Escoma,20405,4,2,1
La Paz,Chuma,20501,2,1,0
La Paz,Ayata,20502,2,1,0
La Paz,Sorata,20601,14,1,0
La Paz,Guanay,20602,21,1,1
La Paz,Tacacoma,20603,1,0,0
La Paz,Tipuani,20606,1,0,0
La Paz,Mapiri,20607,2,1,1
La Paz,Teoponte,20608,7,6,0
La Paz,Apolo,20701,2,0,0
La Paz,Pelechuco,20702,2,0,0
La Paz,Viacha,20801,578,200,7
La Paz,Puerto Mayor de Guaqui,20802,3,1,0
La Paz,Tiahuanacu,20803,12,0,0
La Paz,Desaguadero,20804,3,0,0
La Paz,Jesús de Machaka,20806,3,0,0
La Paz,Luribay,20901,1,0,0
La Paz,Sapahaqui,20902,6,5,0
La Paz,Yaco,20903,4,0,0
La Paz,Malla,20904,6,1,0
La Paz,Cairoma,20905,16,13,0
La Paz,Inquisivi,21001,8,0,0
La Paz,Quime,21002,13,1,1
La Paz,Cajuata,21003,2,1,1
La Paz,Colquiri,21004,69,52,7
La Paz,Ichoca,21005,1,1,0
La Paz,Villa Libertad Licoma,21006,1,0,0
La Paz,Chulumani,21101,25,11,4
La Paz,Irupana,21102,45,6,2
La Paz,Yanacachi,21103,9,4,0
La Paz,Palos Blancos,21104,32,9,3
La Paz,La Asunta,21105,10,2,1
La Paz,Pucarani,21201,20,8,1
